country,location_id,company_name,number_plants,number_blast_furnace,total_capacity,location_name,latitude,longitude,accuracy,uid
JAPAN,7000221,NAKAYAMA STEEL WORKS,10,0,5718,"FUNAMACHI, OSAKA",34.677623,135.4158526,Exact,JPN0031
JAPAN,7000231,JFE STEEL ,52,4,97164,WEST WORKS (FUKUYAMA),34.4858993,133.3623127,Approximate,JPN0032
JAPAN,7000241,NIPPON KOSHUHA STEEL,3,0,120,TOYAMA,36.6959518,137.2136768,Approximate,JPN0033
JAPAN,7000252,NIPPON METAL IND.(NTK),9,0,2676,"KINUURA, AICHI Pref.",34.9069207,136.9835286,Approximate,JPN0034
JAPAN,7000271,NSSMC,5,0,970,YAWATA,34.8755551,135.7076209,Approximate,JPN0035
JAPAN,7000272,NSSMC,36,1,38272,YAWATA-TOBATA,33.8935076,130.8298137,Approximate,JPN0036
JAPAN,7000274,NSSMC,12,1,16395,"MURORAN, HOKKAIDO",42.3152306,140.9737991,Approximate,JPN0037
JAPAN,7000275,NSSMC,2,0,720,"KAMAISHI, IWATE Pref.",39.2758183,141.8856772,Approximate,JPN0038
JAPAN,7000277,NSSMC,12,0,2039,"HIKARI, YAMAGUCHI Pref.",33.9619132,131.9422817,Approximate,JPN0039
JAPAN,7000278,NSSMC,29,2,47696,"NAGOYA, AICHI Pref.",34.677623,135.4158526,Exact,JPN0040
JAPAN,7000279,NSSMC,1,0,1400,"SAKAI, OSAKA Pref.",34.573262,135.482998,Approximate,JPN0041
JAPAN,7000281,NSSMC,43,2,74935,"KIMITSU, CHIBA Pref.",35.3304502,139.9026768,Approximate,JPN0042
JAPAN,7000282,NSSMC,15,2,59210,"OITA, OITA Pref.",33.2395578,131.609272,Approximate,JPN0043
JAPAN,7000291,NIPPON YAKIN KOGYO,17,0,2246,KAWASAKI CITY,35.5308325,139.7029125,Exact,JPN0044
JAPAN,7000301,NACHI FUJIKOSHI CORP,1,0,60,N.FUJIKOSHI HIGASHI,35.6532174,139.7110363,Approximate,JPN0045
JAPAN,7000311,NISSHIN STEEL CO,13,2,25700,"KURE, HIROSHIMA Pref.",34.2486458,132.5654407,Approximate,JPN0046
JAPAN,7000312,NISSHIN STEEL CO,15,0,3517,"SHUNAN, YAMAGUCHI Pref.",34.0551188,131.8061858,Approximate,JPN0047
JAPAN,7000314,NISSHIN STEEL CO,3,0,430,"ICHIKAWA, CHIBA Pref.",35.7136019,139.9279438,Approximate,JPN0048
JAPAN,7000315,NISSHIN STEEL CO,10,0,4663,"SAKAI, OSAKA",34.573262,135.482998,Approximate,JPN0049
JAPAN,7000316,NISSHIN STEEL CO,5,0,862,"OSAKA WORKS, OSAKA",34.677623,135.4158526,Exact,JPN0050
JAPAN,7000317,NISSHIN STEEL CO,3,0,2640,"TOYO, EHIME Pref.",33.5279371,134.2799737,Approximate,JPN0051
JAPAN,7000321,NIPPON COKE & ENGINEERING CO,2,0,1815,KITAKYUSHU,33.8834093,130.8752161,Approximate,JPN0052
JAPAN,7000341,KASHIMA SENKO CO LTD,2,0,600,KASHIMA,35.9657558,140.6448128,Approximate,JPN0053
JAPAN,7000351,NIPPON STEEL SUMIKIN SHAPES,3,0,1000,"WAKAYAMA, WAKAYAMA Pref.",34.677623,135.4158526,Exact,JPN0054
JAPAN,7000352,NIPPON STEEL SUMIKIN SHAPES,1,0,760,"KASHIMA, IBARAKI Pref.",35.9657558,140.6448128,Exact,JPN0055
JAPAN,7000361,NSSMC,24,2,33740,"WAKAYAMA, WAKAYAMA Pref.",34.677623,135.4158526,Exact,JPN0056
JAPAN,7000362,NSSMC,38,2,63599,"KASHIMA, IBARAKI Pref.",35.9657558,140.6448128,Approximate,JPN0057
JAPAN,7000364,NSSMC,8,0,350,"OSAKA, OSAKA Pref.",34.6937378,135.5021651,Approximate,JPN0058
JAPAN,7000366,NSSMC,4,0,184,"NAOETSU, NIGATA Pref.",37.1858604,138.2550381,Approximate,JPN0059
JAPAN,7000371,SUMITOMO ELECTRIC,4,0,230,ITAMI,34.782379,135.39602,Exact,JPN0060
JAPAN,7000381,TOKAI STEEL WORKS,2,0,408,WAKAMATSU,37.4947611,139.9298096,Approximate,JPN0061
JAPAN,7000391,TOKAI SPECIAL STEEL,4,0,0,TOKAI CITY,35.0228426,136.90253,Approximate,JPN0062
JAPAN,7000403,SHINKANSAI STEEL CORP,2,0,700,SAKAI CITY,34.573262,135.482998,Approximate,JPN0063
JAPAN,7000431,CHUBU STEEL PLATE,4,0,2700,NAGOYA,35.1814464,136.906398,Approximate,JPN0064
JAPAN,7000461,DAIAN STEEL,1,0,0,DAIAN FUKUOKA,34.677623,135.4158526,Exact,JPN0065
JAPAN,7000502,ITOH STEEL,3,0,1800,ISHINOMAKI,38.4344802,141.3029167,Approximate,JPN0066
JAPAN,7000511,MITSUBOSHI KINZOKU,3,0,1800,IIDOMAKI,38.4344802,141.3029167,Approximate,JPN0067
JAPAN,7000521,NIPPON KINZOKU,1,0,0,ITABASHI-TOKYO,35.7948515,139.6762228,Exact,JPN0068
JAPAN,7000592,TAKUNAN STEEL,3,0,980,"NAKAGOSUKU,OKINAWA",26.2673794,127.7911255,Approximate,JPN0069
JAPAN,7000621,TAIYO STEEL CO,3,0,520,"FUNABASHI, CHIBA",35.6947058,139.982618,Approximate,JPN0070
JAPAN,7000671,TOKYO TEKKO CO,2,0,400,OYAMA,36.3146714,139.800131,Approximate,JPN0071
JAPAN,7000702,TOKYO STEEL MFG. CO,4,0,3030,UTSUNOMIYA,35.6842897,139.2952981,Exact,JPN0072
JAPAN,7000703,TOKYO STEEL MFG. CO,7,0,15300,"TAHARA, AICHI",35.6842897,139.2952981,Exact,JPN0073
JAPAN,7000705,TOKYO STEEL MFG. CO,5,0,2140,"TAKAMATSU, SHIKOKU",35.6842897,139.2952981,Exact,JPN0074
JAPAN,7000713,TOKYO TEKKO CO,2,0,380,HACHINOE,40.5122839,141.4883986,Approximate,JPN0075
JAPAN,7000721,TOPY INDUSTRIES,6,0,3810,TOYOHASHI,34.7691995,137.3914662,Approximate,JPN0076
JAPAN,7000732,JFE BARS & SHAPES,5,0,3090,"HIMEJI, HYOGO",34.815149,134.6853528,Approximate,JPN0077
JAPAN,7000733,JFE BARS & SHAPES,7,0,6260,"SENDAI, MIYAGI",38.268215,140.8693558,Approximate,JPN0078
JAPAN,7000735,JFE BARS & SHAPES,5,0,4400,"KASHIMA, IBARAKI",35.9657558,140.6448128,Approximate,JPN0079
JAPAN,7000736,JFE BARS & SHAPES,1,0,760,"FUKUYAMA, HIROSHIMA",34.4858993,133.3623127,Approximate,JPN0080
JAPAN,7000741,TOYO KOHAN CO LTD,8,0,2845,"KUDAMATSU, YAMAGUCHI",34.0017663,131.8688583,Exact,JPN0081
JAPAN,7000771,YAMAGUCHI KOGYO LTD,2,0,0,YAMAGUCHI GIFU CITY,35.5590296,137.5520984,Exact,JPN0082
JAPAN,7000801,YAMATO STEEL CO,3,0,3040,HIMEJI CITY,34.815149,134.6853528,Approximate,JPN0083
JAPAN,7000811,YODOGAWA STEEL WKS. LTD,5,0,744,"KURE, HIROSHIMA",34.2486458,132.5654407,Approximate,JPN0084
JAPAN,7000812,YODOGAWA STEEL WKS. LTD,2,0,550,"ICHIKAWA, CHIBA",35.7136019,139.9279438,Approximate,JPN0085
JAPAN,7000821,SHIMIZU SEIKO CO,4,0,0,TOMAKOMAI,42.6343021,141.6053721,Approximate,JPN0086
JAPAN,7000831,OSAKA STEEL,1,0,200,"OKAJIMA, OSAKA",34.6980182,135.5785522,Approximate,JPN0087
JAPAN,7000832,OSAKA STEEL,3,0,1680,SAKAI CITY,34.573262,135.482998,Approximate,JPN0088
JAPAN,7000841,TOYO STEEL,3,0,1080,ISHIOKA-CITY,36.1900483,140.287556,Approximate,JPN0089
JAPAN,7000851,OJI STEEL,3,0,1230,"OHTA, GUNMA",36.2911223,139.3754708,Approximate,JPN0090
SOUTH KOREA,7100011,DONGKUK STEEL MILL CO LTD,1,0,300,BUSAN,35.112431,129.0667455,Exact,KOR0001
SOUTH KOREA,7100012,DONGKUK STEEL MILL CO LTD,7,0,6200,INCHON,37.488217,126.63686,Exact,KOR0002
SOUTH KOREA,7100013,DONGKUK STEEL MILL CO LTD,5,0,5140,POHANG,35.972765,129.371109,Exact,KOR0003
SOUTH KOREA,7100014,DONGKUK STEEL MILL CO LTD,1,0,1500,DANGJIN,36.974474,126.7643658,Exact,KOR0004
SOUTH KOREA,7100021,DONG SHIN SPEC. STEEL,2,0,71,SEOUL,37.566535,126.9779692,Approximate,KOR0005
SOUTH KOREA,7100031,HYUNDAI STEEL,27,0,12760,INCHON,37.489367,126.639474,Exact,KOR0006
SOUTH KOREA,7100032,HYUNDAI STEEL,16,0,12890,POHANG ,36.003743,129.377713,Exact,KOR0007
SOUTH KOREA,7100041,POSCO,82,5,116486,POHANG,36.000166,129.390547,Exact,KOR0008
SOUTH KOREA,7100042,POSCO,69,5,165142,GWANGYANG,34.918942,127.751958,Exact,KOR0009
SOUTH KOREA,7100043,POSCO,7,0,8100,GWANGYANG MINI-MILL,34.9204664,127.7191713,Exact,KOR0010
SOUTH KOREA,7100043,POSCO,7,0,8100,GWANGYANG MINI-MILL,34.9406968,127.6958882,Approximate,KOR0011
SOUTH KOREA,7100051,DK UNION STEEL,16,0,5850,BUSAN,35.1060503,129.0663348,Exact,KOR0012
SOUTH KOREA,7100051,DK UNION STEEL,16,0,5850,BUSAN,35.1795543,129.0756416,Approximate,KOR0013
SOUTH KOREA,7100061,DONG YANG TINPLATE (TCC),4,0,475,POHANG,35.9982593,129.3665666,Exact,KOR0014
SOUTH KOREA,7100071,YK STEEL CRP,4,0,2700,BUSAN I,35.0834854,128.9864914,Exact,KOR0015
SOUTH KOREA,7100081,BNG STEEL  (HYUNDAI),8,0,614,CHANGWON,35.2095711,128.6081594,Exact,KOR0016
SOUTH KOREA,7100091,HYUNDAI STEEL,18,0,18590,DANGJIN A,36.985388,126.696138,Exact,KOR0017
SOUTH KOREA,7100092,HYUNDAI STEEL,21,3,74140,DANGJIN C,36.985388,126.696138,Exact,KOR0018
SOUTH KOREA,7100101,DAEHAN STEEL,4,0,1700,"SINPYOUNG PLANT, BUSAN",35.0850937,128.8434769,Exact,KOR0019
SOUTH KOREA,7100102,DAEHAN STEEL,4,0,2850,"NOKSAN PLANT, BUSAN",35.0991673,128.8615444,Exact,KOR0020
SOUTH KOREA,7100103,DAEHAN STEEL,1,0,450,"PYEONGTAEK, SEOUL",36.98454,126.8398591,Exact,KOR0021
SOUTH KOREA,7100111,SEAH CHANGWON SPEC. STEEL,13,0,3364,CHANGWON I,35.1868532,128.7449778,Approximate,KOR0022
SOUTH KOREA,7100112,SEAH CHANGWON SPEC. STEEL,4,0,1550,CHANGWON II,35.2077782,128.6048704,Exact,KOR0023
SOUTH KOREA,7100122,HAEWON MSC,1,0,200,SUNCHON,34.9846373,127.5081047,Exact,KOR0024
SOUTH KOREA,7100141,SEAH HEAVY MACHINERY,4,0,386,CHANGWON,35.2070087,128.607422,Exact,KOR0025
SOUTH KOREA,7100151,HANKUM CO LTD,2,0,0,BUSAN,35.1795543,129.0756416,Approximate,KOR0026
SOUTH KOREA,7100161,DONGBU STEEL,11,0,3640,INCHON,37.4807872,126.6705893,Exact,KOR0027
SOUTH KOREA,7100162,DONGBU STEEL,16,0,17120,DANGJIN,36.9756749,126.7514884,Exact,KOR0028
SOUTH KOREA,7100162,DONGBU STEEL,16,0,17120,DANGJIN,36.8936109,126.6283278,Approximate,KOR0029
SOUTH KOREA,7100171,POHANG COATED AND COLOR STEEL,5,0,990,POHANG,35.9448828,129.2468813,Exact,KOR0030
SOUTH KOREA,7100191,SEAH BESTEEL CO LTD,19,0,7600,GUNSAN,35.974183,126.609165,Exact,KOR0031
SOUTH KOREA,7100201,KOREA STEEL SHAPED CO (KOSCO),4,0,3200,"CHILSEO PLANT, BUSAN",35.0923112,128.8773013,Approximate,KOR0032
SOUTH KOREA,7100221,SHIN HWA CO,1,0,75,SEOUL,37.566535,126.9779692,Approximate,KOR0033
SOUTH KOREA,7100233,KOREA IRON & STEEL CO LTD,4,0,3150,DANGJIN,35.2157133,128.6364371,Exact,KOR0034
SOUTH KOREA,7100241,KOREA ORIENTAL,1,0,60,POHANG,36.0190178,129.3434808,Approximate,KOR0035
SOUTH KOREA,7100251,HYUNDAI STEEL,7,0,6310,SUNCHON,34.914847,127.584408,Exact,KOR0036
SOUTH KOREA,7100252,HYUNDAI STEEL,10,0,12750,DANGJIN B,36.985388,126.696138,Exact,KOR0037
SOUTH KOREA,7100261,"DAIYANG METAL CO, LTD",7,0,180,ANSAN,37.3218778,126.8308848,Approximate,KOR0038
SOUTH KOREA,7100281,SEAH STEEL CORP,4,0,1350,GUNSAN,35.970549,126.609123,Exact,KOR0039
SOUTH KOREA,7100291,SEAH SPECIAL STEEL,1,0,122,POHANG,35.9847467,129.3720132,Exact,KOR0040
SOUTH KOREA,7100301,SAMWON PRECISION METALS,4,0,29,PUSAN,35.1842429,128.9810598,Exact,KOR0041
SOUTH KOREA,7100311,KOREA IRON & STEEL CO LTD,3,0,1050,"FORGED ST. FACTORY, CHANGWON",35.2157133,128.6364371,Exact,KOR0042
SOUTH KOREA,7100321,AJU STEEL,1,0,100,"GUMI, SEOUL",36.1327072,128.4504635,Exact,KOR0043
SOUTH KOREA,7100331,DONGKUK INDUSTRIES,2,0,320,POHANG,35.9858102,129.3659391,Exact,KOR0044
SOUTH KOREA,7100341,TAEWOONG CORP.,4,0,2200,BUSAN,35.1019541,128.8262247,Exact,KOR0045
SOUTH KOREA,7100351,HWANYOUNG STEEL IND.,1,0,800,DANGJIN,36.954581,126.6177605,Exact,KOR0046
SOUTH KOREA,7100361,SPP YULCHON ENERGY,2,0,1000,SUNCHEON,34.8901144,127.5867127,Exact,KOR0047
PR CHINA,7300011,ANSHAN IRON & STEEL,89,8,136684,"ANSHAN, LIAONING",41.139644,122.986939,Exact,CHN0001
PR CHINA,7300011,ANSHAN IRON & STEEL,89,8,136684,"ANSHAN, LIAONING",41.139644,122.986939,Exact,CHN0002
PR CHINA,7300012,ANSHAN IRON & STEEL,20,2,50839,"BAYUQUAN-YINGKOU, LIAONING",40.311737,122.133357,Exact,CHN0003
PR CHINA,7300012,ANSHAN IRON & STEEL,20,2,50839,"BAYUQUAN-YINGKOU, LIAONING",40.311737,122.133357,Exact,CHN0004
PR CHINA,7300013,ANSHAN IRON & STEEL,4,0,2700,"PUTIAN-CITY, FUJIAN",25.454084,119.007777,Approximate,CHN0005
PR CHINA,7300015,ANSHAN IRON & STEEL,1,0,450,"GUANGZHOU-CITY, GUANDONG",23.12911,113.264385,Approximate,CHN0006
PR CHINA,7300021,ANSHAN HEAVY MACHINE MFG. CO,1,0,400,"ANSHAN, LIAONING",41.108647,122.994329,Approximate,CHN0007
PR CHINA,7300031,BAOSHAN I&S  CO LTD,73,4,143066,"BAOSHAN, SHANGHAI",31.430841,121.44427,Exact,CHN0008
PR CHINA,7300031,BAOSHAN I&S  CO LTD,73,4,143066,"BAOSHAN, SHANGHAI",31.430841,121.44427,Exact,CHN0009
PR CHINA,7300041,BAOTOU I&S,47,7,87825,"BAOTOU, INN-MONGOLIA",40.652771,109.747754,Exact,CHN0010
PR CHINA,7300041,BAOTOU I&S,47,7,87825,"BAOTOU, INN-MONGOLIA",40.652771,109.747754,Exact,CHN0011
PR CHINA,7300042,BAOTOU I&S,1,0,5000,"GUYANG, INN-MONGOLIA",41.034105,110.060514,Approximate,CHN0012
PR CHINA,7300042,BAOTOU I&S,1,0,5000,"GUYANG, INN-MONGOLIA",41.034105,110.060514,Approximate,CHN0013
PR CHINA,7300051,BENXI IRON & STEEL,42,4,72170,"BENXI, LIAONING",41.280013,123.732009,Exact,CHN0014
PR CHINA,7300051,BENXI IRON & STEEL,42,4,72170,"BENXI, LIAONING",41.280013,123.732009,Exact,CHN0015
PR CHINA,7300052,BENXI IRON & STEEL,4,0,670,"DANDONG-CITY, LIAONING",41.2893205,123.6004395,Exact,CHN0016
PR CHINA,7300061,CHANGCHENG SPEC. STEEL,8,0,0,"NO.1-JIANGYOU, SICHUAN",31.7730017,104.7428521,Approximate,CHN0017
PR CHINA,7300062,CHANGCHENG SPEC. STEEL,1,0,0,"NO.2-JIANGYOU, SICHUAN",31.7730017,104.7428521,Approximate,CHN0018
PR CHINA,7300063,CHANGCHENG SPEC. STEEL,12,0,340,"NO.3-JIANGYOU, SICHUAN",31.7730017,104.7428521,Approximate,CHN0019
PR CHINA,7300064,CHANGCHENG SPEC. STEEL,6,0,0,"NO.4-JIANGYOU, SICHUAN",31.7730017,104.7428521,Approximate,CHN0020
PR CHINA,7300065,CHANGCHENG SPEC. STEEL,2,0,0,"NO.5-JIANGYOU, SICHUAN",31.7730017,104.7428521,Approximate,CHN0021
PR CHINA,7300081,CHENGDU STEEL & VANADIUM (PANGANG),24,4,8400,"CHENGDU-CITY, SICHUAN",30.871534,104.239183,Exact,CHN0022
PR CHINA,7300081,CHENGDU STEEL & VANADIUM (PANGANG),24,4,8400,"CHENGDU-CITY, SICHUAN",30.871534,104.239183,Exact,CHN0023
PR CHINA,7300091,SHOUGANG CHANGZHI I&S,21,6,15980,"CHANGZHI, SHANXI",36.350491,113.062539,Exact,CHN0024
PR CHINA,7300091,SHOUGANG CHANGZHI I&S,21,6,15980,"CHANGZHI, SHANXI",36.350491,113.062539,Exact,CHN0025
PR CHINA,7300101,CHINA INT. I&S PROD.,2,0,260,"FUZHOU, FUJIAN",26.074478,119.296482,Approximate,CHN0026
PR CHINA,7300111,CHONGQING I&S CO,2,0,200,"DADUKOU CHONGQING, CHONGQING",29.484527,106.482346,Approximate,CHN0027
PR CHINA,7300112,CHONGQING I&S CO,20,3,43830,"CHANGSHOU CHEM. ZONE, CHONGQING",29.795085,107.049395,Exact,CHN0028
PR CHINA,7300112,CHONGQING I&S CO,20,3,43830,"CHANGSHOU CHEM. ZONE, CHONGQING",29.795085,107.049395,Exact,CHN0029
PR CHINA,7300113,CHONGQING I&S CO,4,0,1000,"CHONGQING SPEC. STEEL, CHONGQING ",29.5014347,106.4560339,Exact,CHN0030
PR CHINA,7300121,DONGBEI SPEC. STEEL GROUP,17,0,4367,"DALIAN I, LIAONING",38.914003,121.614682,Exact,CHN0031
PR CHINA,7300131,DALIAN POSCO CFM,3,0,350,"DALIAN, LIAONING",38.914003,121.614682,Approximate,CHN0032
PR CHINA,7300141,DAYE SPEC. STEEL CO,24,1,3812,"HUANGSHI-CITY, HUBEI",30.0881443,114.5749935,Exact,CHN0033
PR CHINA,7300151,DONGBEI SPEC. STEEL GROUP,25,0,2205,"FUSHUN, LIAONING",41.843033,123.802889,Exact,CHN0034
PR CHINA,7300161,FUSHUN NEW I&S CO LTD,11,2,3300,"FUSHUN-CITY, LIAONING",41.880872,123.957208,Approximate,CHN0035
PR CHINA,7300171,HAINAN PENGDA STEEL,2,0,0,"HAIKOU, HAINAN",19.691761,110.327471,Exact,CHN0036
PR CHINA,7300181,GUANGZHOU PACIFIC TINPLATE,1,0,200,"GUANGZHOU CITY, GUANGDONG",23.12911,113.264385,Approximate,CHN0037
PR CHINA,7300191,GUANGZHOU I&S CO,17,2,8620,"GUANGZHOU, GUANGDONG",23.07374,113.246792,Approximate,CHN0038
PR CHINA,7300191,GUANGZHOU I&S CO,17,2,8620,"GUANGZHOU, GUANGDONG",23.07374,113.246792,Approximate,CHN0039
PR CHINA,7300212,SHOUGANG I&S GROUP,6,0,2180,"SPECIAL-STEEL, BEIJING",39.9227017,116.1864472,Approximate,CHN0040
PR CHINA,7300213,SHOUGANG I&S GROUP,28,3,49700,"QIAN'AN, HEBEI",39.972824,118.55801,Exact,CHN0041
PR CHINA,7300213,SHOUGANG I&S GROUP,28,3,49700,"QIAN'AN, HEBEI",39.972824,118.55801,Exact,CHN0042
PR CHINA,7300215,SHOUGANG I&S GROUP,6,0,5875,"SHUNYI, BEIJING",40.025631,116.677817,Exact,CHN0043
PR CHINA,7300215,SHOUGANG I&S GROUP,6,0,5875,"SHUNYI, BEIJING",40.025631,116.677817,Exact,CHN0044
PR CHINA,7300221,DAZHOU I&S GROUP CO,14,4,13670,"DAZHOU, SICHUAN",31.189673,107.454137,Exact,CHN0045
PR CHINA,7300221,DAZHOU I&S GROUP CO,14,4,13670,"DAZHOU, SICHUAN",31.189673,107.454137,Exact,CHN0046
PR CHINA,7300231,JIUQUAN I&S GROUP CO LTD,39,3,35650,"JIAYUGUAN-CITY, GANSU",39.811774,98.295914,Exact,CHN0047
PR CHINA,7300231,JIUQUAN I&S GROUP CO LTD,39,3,35650,"JIAYUGUAN-CITY, GANSU",39.811774,98.295914,Exact,CHN0048
PR CHINA,7300232,JIUQUAN I&S GROUP CO LTD,1,0,1000,"HAMI, XINJIANG",42.81842,93.51515,Approximate,CHN0049
PR CHINA,7300241,LIANZHONG STAINL. STEEL,16,0,8410,"GUANGZHOU, GUANGDONG",23.11719,113.510134,Exact,CHN0050
PR CHINA,7300241,LIANZHONG STAINL. STEEL,16,0,8410,"GUANGZHOU, GUANGDONG",23.11719,113.510134,Exact,CHN0051
PR CHINA,7300251,LIUZHOU I&S GROUP,30,7,39500,"LIUZHOU-CITY, GUANGXI ",24.385393,109.380271,Exact,CHN0052
PR CHINA,7300251,LIUZHOU I&S GROUP,30,7,39500,"LIUZHOU-CITY, GUANGXI ",24.385393,109.380271,Exact,CHN0053
PR CHINA,7300261,XINGTAI I&S CO,25,5,14515,"XINGTAI, HEBEI",37.043134,114.454013,Exact,CHN0054
PR CHINA,7300261,XINGTAI I&S CO,25,5,14515,"XINGTAI, HEBEI",37.043134,114.454013,Exact,CHN0055
PR CHINA,7300271,JIAHUA COKING & CHEM. CO. LTD,3,0,3200,"TANGSHAN, HEBEI",39.630867,118.180193,Approximate,CHN0056
PR CHINA,7300281,DONGBEI SPEC. STEEL GROUP,15,0,680,"QIQIHAR, HEILONGJIANG",47.354348,123.918186,Exact,CHN0057
PR CHINA,7300291,DONGBEI SPEC. STEEL GROUP,5,0,2470,"QIQIHAR II, HEILONGJIANG",47.354348,123.918186,Approximate,CHN0058
PR CHINA,7300301,TAIYUAN LINFEN I&S CO,15,5,8580,"LINFEN, SHANXI",36.066695,111.551081,Exact,CHN0059
PR CHINA,7300301,TAIYUAN LINFEN I&S CO,15,5,8580,"LINFEN, SHANXI",36.066695,111.551081,Exact,CHN0060
PR CHINA,7300311,HUNAN VALIN LIANYUAN I&S ,35,7,49468,"LOUDI, HUNAN",27.747427,111.966657,Exact,CHN0061
PR CHINA,7300311,HUNAN VALIN LIANYUAN I&S ,35,7,49468,"LOUDI, HUNAN",27.747427,111.966657,Exact,CHN0062
PR CHINA,7300321,HUNAN VALIN XIANGTAN I&S,31,5,37710,"XIANGTAN, HUNAN",27.816832,112.896788,Exact,CHN0063
PR CHINA,7300321,HUNAN VALIN XIANGTAN I&S,31,5,37710,"XIANGTAN, HUNAN",27.816832,112.896788,Exact,CHN0064
PR CHINA,7300335,SUZHOU I&S GROUP CO,8,1,3220,"SUZHOU-CITY, JIANGSU",31.298974,120.585289,Approximate,CHN0065
PR CHINA,7300341,XINYU I&S CO,46,7,53220,"XINYU, JIANGXI",27.78356,114.912549,Exact,CHN0066
PR CHINA,7300341,XINYU I&S CO,46,7,53220,"XINYU, JIANGXI",27.78356,114.912549,Exact,CHN0067
PR CHINA,7300351,TANGSHAN I&S CO,41,5,58270,"TANGSHAN, HEBEI",39.658601,118.414709,Exact,CHN0068
PR CHINA,7300351,TANGSHAN I&S CO,41,5,58270,"TANGSHAN, HEBEI",39.658601,118.414709,Exact,CHN0069
PR CHINA,7300361,VALIN ARCELORMITTAL AUTOMOTIVE ,4,0,4500,"LOUDI, HUNAN",27.700062,111.993497,Approximate,CHN0070
PR CHINA,7300371,SHENYANG TOYO STEEL,5,0,1700,"SHENYANG, LIAONING",41.805699,123.431472,Approximate,CHN0071
PR CHINA,7300381,FUJIAN SANGANG I&S,18,5,15108,"SANMING, FUJIAN",26.260714,117.612294,Exact,CHN0072
PR CHINA,7300381,FUJIAN SANGANG I&S,18,5,15108,"SANMING, FUJIAN",26.260714,117.612294,Exact,CHN0073
PR CHINA,7300391,SHAANXI STEEL WORKS,3,0,100,"XI'AN, SHAANXI",34.341574,108.93977,Approximate,CHN0074
PR CHINA,7300403,QINGDAO I&S GROUP CO,26,5,21080,"QINGDAO I, SHANDONG",36.218262,120.385256,Exact,CHN0075
PR CHINA,7300403,QINGDAO I&S GROUP CO,26,5,21080,"QINGDAO I, SHANDONG",36.218262,120.385256,Exact,CHN0076
PR CHINA,7300411,BAOSTEEL SPECIAL STEEL BRUNCH,8,0,2100,"SHANGHAI-SMP NO.2, SHANGHAI",31.3028342,121.4392556,Exact,CHN0077
PR CHINA,7300412,BAOSTEEL SPECIAL STEEL BRUNCH,4,0,4000,"SHANGHAI-SMP NO.3, SHANGHAI",31.3028342,121.4392556,Exact,CHN0078
PR CHINA,7300415,BAOSTEEL SPECIAL STEEL BRUNCH,21,0,1860,"SHANGHAI-SMP NO.1, SHANGHAI",31.3028342,121.4392556,Exact,CHN0079
PR CHINA,7300422,BAOSTEEL PUDONG I&S,5,0,9025,"LUOJING, SHANGHAI-closed 2016",31.472256,121.32794,Approximate,CHN0080
PR CHINA,7300422,BAOSTEEL PUDONG I&S,5,0,9025,"LUOJING, SHANGHAI-closed 2016",31.472256,121.32794,Approximate,CHN0081
PR CHINA,7300431,TAIYUAN I&S CO,45,4,36930,"TAIYUAN, SHANXI",37.928721,112.541341,Exact,CHN0082
PR CHINA,7300431,TAIYUAN I&S CO,45,4,36930,"TAIYUAN, SHANXI",37.928721,112.541341,Exact,CHN0083
PR CHINA,7300432,TAIYUAN I&S CO,36,0,27677,"TAIYUAN-SMP NO.4, SHANXI",37.928721,112.541341,Exact,CHN0084
PR CHINA,7300432,TAIYUAN I&S CO,36,0,27677,"TAIYUAN-SMP NO.4, SHANXI",37.928721,112.541341,Exact,CHN0085
PR CHINA,7300441,PANZHIHUA I&S GROUP CO,29,4,40120,"DUKOU, SICHUAN",26.565119,101.675036,Exact,CHN0086
PR CHINA,7300441,PANZHIHUA I&S GROUP CO,29,4,40120,"DUKOU, SICHUAN",26.565119,101.675036,Exact,CHN0087
PR CHINA,7300442,PANZHIHUA I&S GROUP CO,2,0,2600,"BAIMA, SICHUAN",23.146736,113.254239,Approximate,CHN0088
PR CHINA,7300451,TIANJIN IRON & STEEL,16,3,21220,"TIANJIN-CITY, TIANJIN ",39.030407,117.499299,Exact,CHN0089
PR CHINA,7300451,TIANJIN IRON & STEEL,16,3,21220,"TIANJIN-CITY, TIANJIN ",39.030407,117.499299,Exact,CHN0090
PR CHINA,7300452,TIANJIN IRON & STEEL,7,0,8050,"TIANJIN-CITY-(EAF), TIANJIN ",39.030407,117.499299,Exact,CHN0091
PR CHINA,7300461,TIANJIN PIPE CORP,10,1,9750,"TIANJIN-CITY, TIANJIN ",39.030407,117.499299,Exact,CHN0092
PR CHINA,7300461,TIANJIN PIPE CORP,10,1,9750,"TIANJIN-CITY, TIANJIN ",39.030407,117.499299,Exact,CHN0093
PR CHINA,7300471,XI'AN STEEL STRIP MILL,1,0,10,"XI'AN, SHAANXI",34.341574,108.93977,Approximate,CHN0094
PR CHINA,7300481,"KUNMING I&S CO, LTD",23,3,18990,"KUNMING-I, YUNNAN",24.904692,102.492541,Exact,CHN0095
PR CHINA,7300481,"KUNMING I&S CO, LTD",23,3,18990,"KUNMING-I, YUNNAN",24.904692,102.492541,Exact,CHN0096
PR CHINA,7300482,"KUNMING I&S CO, LTD",10,2,22750,"KUNMING-II, YUNNAN",24.904692,102.492541,Exact,CHN0097
